date,low_vol_prob,high_vol_prob,state,open,high,low,close,volume,simple_ret,log_ret
2021-03-12,0.9999070188084348,9.298119167411504e-05,0,64.68,65.05,63.88,64.34,2690951,0.000310945273632,0.0003108969401695
2021-03-15,0.9998382504511634,0.0001617495489180861,0,64.07,64.29,62.45,62.9,5361393,-0.0223811004041032,-0.0226353581044854
2021-03-16,0.9997696333033409,0.0002303666968205013,0,62.69,63.83,61.86,63.18,6461643,0.0044515103338633,0.0044416316675443
2021-03-17,0.9994929693662477,0.0005070306339385278,0,63.48,66.25,63.18,66.01,5138887,0.044792655903767,0.0438184503267403
2021-03-18,0.9996678995415905,0.00033210045833731124,0,66.06,67.27,64.63,64.72,4206432,-0.0195424935615816,-0.0197359729504432
2021-03-19,0.9997455244229319,0.0002544755769713543,0,64.72,64.8,62.66,63.91,6445771,-0.0125154511742893,-0.0125944290880459
2021-03-22,0.9996987450575568,0.0003012549426641495,0,63.8,63.8,62.4,63.51,4631116,-0.0062588014395242,-0.0062784698473068
2021-03-23,0.999427275581709,0.0005727244182985796,0,62.67,62.6882,60.4,60.75,5523475,-0.0434577231931978,-0.0444302915942255
2021-03-24,0.9996792157088589,0.0003207842910728317,0,61.6,63.42,61.4027,62.04,4322624,0.0212345679012344,0.0210122560876801
2021-03-25,0.999821946872027,0.00017805312798348995,0,61.47,63.31,61.25,63.24,3921150,0.0193423597678916,0.0191576740329331
2021-03-26,0.999904683420015,9.531658015609869e-05,0,63.39,64.14,63.09,63.99,4256347,0.0118595825426945,0.0117898088100977
2021-03-29,0.9999394499624532,6.0550037412410777e-05,0,63.62,65.12,63.5,63.9,3193807,-0.0014064697609001,-0.0014074597678798
2021-03-30,0.9999459339383707,5.406606177710116e-05,0,63.72,64.79,63.48,64.61,2605114,0.011111111111111,0.0110498361865849
2021-03-31,0.9999489760532985,5.102394661297425e-05,0,64.27,64.96,63.51,63.94,3643785,-0.0103699117783625,-0.0104240539383787
2021-04-01,0.9999522749964903,4.7725003630141436e-05,0,63.95,64.72,63.48,64.6,3698904,0.0103221770409758,0.0102692671568606
2021-04-05,0.9999571238233161,4.287617664109539e-05,0,65.0,65.22,64.25,64.59,4077851,-0.0001547987616097,-0.0001548107441746
2021-04-06,0.9999571198048862,4.2880194944333e-05,0,64.24,65.39,64.13,64.6,3420312,0.0001548227279764,0.0001548107441747
2021-04-07,0.9999522278605402,4.777213951120555e-05,0,64.49,64.97,63.66,63.99,2374009,-0.0094427244582042,-0.0094875896371872
2021-04-08,0.9999487050350148,5.129496509345857e-05,0,63.86,64.03,62.62,63.19,3639017,-0.0125019534302235,-0.012580760366005
2021-04-09,0.9999520419723591,4.795802748450024e-05,0,63.19,63.56,62.54,63.14,3720978,-0.0007912644405759,-0.0007915776555182
2021-04-12,0.9999438513211916,5.61486786116392e-05,0,63.6,64.1499,63.3,63.79,3143842,0.0102945834653151,0.0102419551240183
2021-04-13,0.9999271501412766,7.28498587430128e-05,0,63.59,63.68,62.45,63.31,4471855,-0.0075246903903433,-0.0075531436978287
2021-04-14,0.9998762264712164,0.00012377352896499245,0,63.59,64.78,63.36,64.24,4234458,0.014689622492497,0.0145827750824708
2021-04-15,0.9997658544576484,0.0002341455421687152,0,64.88,64.92,63.8,64.57,2632733,0.0051369863013699,0.0051238369998694
2021-04-16,0.9994110379358776,0.0005889620642355061,0,65.27,65.51,64.26,64.68,3698844,0.0017035775127769,0.0017021280705305
2021-04-19,0.9982972612999081,0.0017027387000790462,0,64.8,65.0399,63.94,64.55,2566584,-0.0020098948670378,-0.0020119174162547
2021-04-20,0.9948418880380971,0.0051581119620483385,0,64.0,64.05,62.28,62.48,4532442,-0.0320681642137877,-0.032593611761221
2021-04-21,0.9917220785454756,0.008277921454373142,0,62.46,65.02,62.375,64.82,4283535,0.0374519846350831,0.0367676921819707
2021-04-22,0.9896689434446911,0.010331056555249796,0,64.0,64.05,60.72,60.93,12028871,-0.0600123418697932,-0.0618885334529982
2021-04-23,0.9956424249999487,0.004357574999873409,0,61.1,62.49,60.45,62.11,5683494,0.0193664861316265,0.0191813423108086
2021-04-26,0.9984921600098304,0.0015078399899873143,0,62.36,62.82,61.93,62.2,4871606,0.0014490420222186,0.0014479931739221
2021-04-27,0.9994003024750592,0.0005996975250373171,0,62.27,62.85,61.7199,62.65,3781310,0.0072347266881027,0.0072086815969434
2021-04-28,0.999693357835248,0.00030664216495007794,0,63.03,64.065,62.7,63.31,5584337,0.010534716679968,0.0104796132139578
2021-04-29,0.9997684604634429,0.0002315395367658919,0,63.82,64.69,63.435,64.06,4366020,0.0118464697520139,0.011776849624977
2021-04-30,0.9997194501364898,0.00028054986362624756,0,63.45,63.71,62.3,62.5,4932315,-0.0243521698407742,-0.0246535874386562
2021-05-03,0.9996686325543462,0.00033136744546360074,0,63.18,65.035,63.12,64.55,6328101,0.0327999999999999,0.0322735605502956
2021-05-04,0.9997282351716332,0.0002717648281618708,0,64.25,66.27,63.8,66.22,7367207,0.0258714175058094,0.0255424148264487
2021-05-05,0.9997890637449314,0.00021093625517230096,0,66.49,68.235,66.14,68.07,7467100,0.0279371790999696,0.0275540553407596
2021-05-06,0.9998886607145495,0.0001113392853532639,0,68.02,69.09,67.17,69.04,4670553,0.0142500367268989,0.0141494593153126
2021-05-07,0.9999362157825419,6.378421738936955e-05,0,68.35,69.32,67.78,69.04,5174923,0.0,0.0
2021-05-10,0.9999495532170918,5.0446783038195304e-05,0,69.75,70.6,68.66,68.73,5038957,-0.0044901506373117,-0.0045002616416586
2021-05-11,0.9999510366610888,4.896333892485026e-05,0,67.84,68.9,67.2,68.57,5693429,-0.0023279499490762,-0.0023306638372409
2021-05-12,0.9999404334632398,5.956653690092285e-05,0,68.75,69.1,67.4,67.6,4886215,-0.0141461280443342,-0.0142471382473546
