date,open,high,low,close,volume,simple_ret,log_ret
2019-03-20,52.75,53.5,49.5,49.8,2350838,,
2019-03-21,49.99,50.0,48.2,48.98,1764671,-0.016465863453815288,-0.016602932506585587
2019-03-22,48.8,49.95,48.16,48.6,844690,-0.007758268681094194,-0.007788520617573467
2019-03-25,48.6,49.4,48.0,49.15,440892,0.011316872427983515,0.011253315686727453
2019-03-26,49.0,49.75,48.18,48.85,504734,-0.006103763987792443,-0.006122468104383783
2019-03-27,49.0,50.78,49.0,50.1,1788588,0.025588536335721557,0.02526662960202733
2019-03-28,50.9,51.0,49.915,50.85,585438,0.014970059880239583,0.014859114403749905
2019-03-29,49.52,52.48,49.18,51.63,1769027,0.015339233038348166,0.015222776396988866
2019-04-01,52.3,54.39,51.25,53.5,19663442,0.036219252372651445,0.03557875501040301
2019-04-02,55.12,57.39,54.3,56.25,17414153,0.051401869158878455,0.0501243871825686
2019-04-03,57.08,57.2,55.51,56.88,15066169,0.011200000000000099,0.011137744410456021
2019-04-04,57.2,60.52,57.1,59.71,13311868,0.04975386779184254,0.04855572506391568
2019-04-05,58.39,58.98,56.27,57.24,17000788,-0.04136660525875058,-0.04224655587065084
2019-04-08,56.5,58.39,56.27,57.15,10764569,-0.0015723270440252124,-0.001573564447430552
2019-04-09,56.8,57.2,56.08,56.27,9179922,-0.015398075240594888,-0.015517856795632012
2019-04-10,55.99,56.41,55.1,55.71,9081860,-0.00995201706060067,-0.010001869412463492
2019-04-11,55.7,56.21,54.83,54.89,7346094,-0.01471908095494523,-0.014828481470926252
2019-04-12,55.93,58.33,55.93,58.3,9281662,0.06212424849699394,0.06027091079464881
2019-04-15,58.57,58.85,57.29,57.78,5727269,-0.008919382504288142,-0.008959398318357483
2019-04-16,58.71,58.99,57.84,58.5,6681567,0.012461059190031154,0.012384059199721622
2019-04-17,58.95,59.05,58.2,58.32,6420663,-0.003076923076923088,-0.003081666537408112
2019-04-18,58.36,58.61,57.55,57.77,5178855,-0.009430727023319596,-0.009475477907228523
2019-04-22,57.48,58.41,57.26,57.89,4401749,0.0020772027003634896,0.002075048297739064
2019-04-23,57.29,57.84,57.0,57.64,5687232,-0.004318535152876168,-0.004327886959591937
2019-04-24,57.49,57.89,55.865,55.98,5431323,-0.028799444829979204,-0.029222287044013903
2019-04-25,55.76,55.98,54.82,55.33,6260460,-0.01161128974633796,-0.011679227177289059
2019-04-26,55.3,55.6,54.95,55.25,4009795,-0.0014458702331465734,-0.0014469165121561833
2019-04-29,55.05,55.685,54.8,55.5,5935245,0.004524886877828038,0.004514680354526613
2019-04-30,55.76,57.205,55.6,56.73,6454064,0.022162162162162158,0.021920150586086987
2019-05-01,56.82,57.48,55.88,56.13,7644453,-0.010576414595452,-0.010632742384367734
2019-05-02,55.54,56.49,52.03,52.7,13932682,-0.06110814181364688,-0.06305497340679128
2019-05-03,53.2,53.35,51.72,53.3,7401851,0.011385199240986577,0.011320875624482075
2019-05-06,52.15,54.03,51.7,53.46,6089501,0.0030018761726080534,0.0029973795389742594
2019-05-07,52.86,53.325,52.65,52.95,7330785,-0.009539842873176219,-0.00958563866335749
2019-05-08,53.33,53.395,52.31,52.48,5390685,-0.008876298394712157,-0.00891592741158203
2019-05-09,52.26,53.14,51.55,52.93,4579758,0.008574695121951192,0.008538141234062557
2019-05-10,52.94,53.714,52.49,53.07,4758371,0.0026450028339315423,0.002641510969907348
2019-05-13,52.28,52.55,50.76,50.95,4213102,-0.03994723949500656,-0.04076703717106974
2019-05-14,51.33,53.0,50.84,52.48,4204519,0.03002944062806656,0.029587384967099617
2019-05-15,51.98,53.325,51.67,52.95,2928861,0.0089557926829269,0.008915927411581934
2019-05-16,53.29,53.55,52.73,52.98,3689745,0.0005665722379601945,0.0005664117965080356
2019-05-17,52.34,52.52,50.66,50.8,4440775,-0.041147602869007205,-0.042018129259487474
2019-05-20,50.4,50.54,49.92,50.08,5168422,-0.014173228346456623,-0.014274627792593052
2019-05-21,50.28,51.19,50.02,50.63,4968460,0.010982428115016152,0.010922559189974894
2019-05-22,50.46,50.61,49.965,50.21,3019120,-0.008295476989926942,-0.008330075935203697
2019-05-23,49.5,49.86,48.21,48.71,4919173,-0.029874526986656047,-0.03032986222816284
2019-05-24,49.39,49.575,48.44,49.2,2918936,0.010059536029562777,0.010009275679811195
2019-05-28,49.37,49.43,48.1,48.56,6613184,-0.013008130081300862,-0.013093476747019658
2019-05-29,48.2,49.43,48.01,48.71,3525856,0.00308896210873133,0.0030842010672083343
2019-05-30,48.12,48.59,48.02,48.47,3777607,-0.004927119687949122,-0.0049392979611667075
2019-05-31,47.96,48.0,46.75,46.76,3396850,-0.03527955436352381,-0.03591691325341694
2019-06-03,46.85,47.96,46.85,47.96,5905198,0.02566295979469646,0.025339193555445966
2019-06-04,48.68,49.93,48.64,49.93,7043092,0.041075896580483606,0.04025469435320429
2019-06-05,50.49,50.57,49.05,50.34,6413509,0.008211496094532311,0.008177965194651861
2019-06-06,50.28,51.31,50.15,51.06,6228075,0.014302741358760418,0.014201422106167948
2019-06-07,51.13,51.69,50.87,51.3,5391099,0.0047003525264393,0.0046893403633859
2019-06-10,51.72,52.1,51.58,51.62,5434387,0.006237816764132598,0.006218442113744001
2019-06-11,52.0,52.17,51.56,52.04,5144357,0.008136381247578539,0.008103459353836799
2019-06-12,52.06,52.64,51.68,52.49,3103878,0.008647194465795538,0.008610021619903877
2019-06-13,52.68,52.95,52.04,52.88,4179766,0.007429986664126531,0.007402520279222471
2019-06-14,52.63,52.69,51.0,51.15,3919484,-0.03271558245083217,-0.03326270314579546
2019-06-17,50.06,50.33,49.05,49.35,5787336,-0.035190615835777095,-0.03582472651814487
2019-06-18,49.75,50.57,49.4,49.61,5014237,0.005268490374873203,0.005254660433466784
2019-06-19,49.95,50.24,48.33,48.5,5404141,-0.022374521265873804,-0.02262862836952
2019-06-20,49.095,49.59,48.62,48.93,4228328,0.0088659793814434,0.008826907357594782
2019-06-21,48.82,49.27,48.31,48.36,9478466,-0.011649294911097452,-0.011717679554440235
2019-06-24,48.51,49.7,48.32,49.58,4602352,0.02522746071133164,0.024914500860452483
2019-06-25,49.49,50.223,49.05,49.69,4005218,0.0022186365469947233,0.002216179007184731
2019-06-26,49.85,51.22,49.81,50.45,5244396,0.015294827933185928,0.015179041185388927
2019-06-27,50.61,51.14,50.531,50.91,4097246,0.009117938553022675,0.009076621114626557
2019-06-28,51.04,51.2,49.08,49.31,6507386,-0.03142801021410324,-0.031932467678209814
2019-07-01,50.0,50.2,49.52,50.16,4659633,0.017237882782396907,0.017090996088630343
2019-07-02,50.0,50.06,48.76,49.4,4726195,-0.015151515151515138,-0.01526747213078842
2019-07-03,49.46,49.65,49.2,49.33,2479359,-0.001417004048583026,-0.0014180089482299697
2019-07-05,49.01,49.37,48.96,49.31,2529919,-0.0004054327995134388,-0.0004055150096120973
2019-07-08,49.34,49.5,48.385,48.52,5936049,-0.016021091056580783,-0.01615081616018533
2019-07-09,48.3,48.43,47.5,47.87,4967429,-0.013396537510305118,-0.013487080671431811
2019-07-10,48.34,48.42,47.52,47.55,3507432,-0.0066847712554836125,-0.0067072144130183595
2019-07-11,47.73,48.06,47.18,47.78,4202113,0.004837013669821255,0.004825352906264177
2019-07-12,48.46,50.04,48.08,49.71,4328444,0.040393470071159454,0.03959897820891774
2019-07-15,49.77,50.95,49.66,50.93,4923844,0.02454234560450619,0.024246020789932068
2019-07-16,50.95,52.645,50.95,52.32,6011246,0.027292362065580278,0.02692656625243008
2019-07-17,52.16,52.3,51.23,51.6,4417567,-0.013761467889908285,-0.013857034661426241
2019-07-18,51.55,52.05,51.28,51.75,3662569,0.0029069767441860517,0.00290275965796141
2019-07-19,51.77,51.83,51.5,51.52,3221517,-0.004444444444444362,-0.004454350349380197
2019-07-22,51.504,51.57,50.6,50.88,2815169,-0.012422360248447228,-0.012500162764231494
2019-07-23,51.0,52.9,50.95,52.62,4387686,0.034198113207547065,0.03362635658027987
2019-07-24,52.5,52.99,52.04,52.79,3516493,0.003230710756366495,0.0032255032233782853
2019-07-25,51.64,51.99,50.3,50.77,4254577,-0.03826482288312172,-0.03901614987622182
2019-07-26,50.27,50.3,48.92,49.11,5066020,-0.0326964742958441,-0.03324294890814984
2019-07-29,48.52,48.88,47.98,48.05,4219839,-0.021584198737528038,-0.02182054463485177
2019-07-30,47.78,48.44,47.78,48.4,4194314,0.007284079084287187,0.007257678306284511
2019-07-31,48.49,49.43,47.95,48.44,5188502,0.0008264462809917106,0.000826104962305455
2019-08-01,48.15,48.6,46.78,46.85,5803209,-0.03282411230388105,-0.033374910000460264
2019-08-02,46.69,47.5,45.37,45.6,5346434,-0.026680896478121663,-0.027043292164090797
2019-08-05,45.06,45.13,44.07,44.77,5147308,-0.01820175438596483,-0.01836944426746615
2019-08-06,45.11,45.45,43.735,44.43,4702804,-0.00759437123073492,-0.007623355305057112
2019-08-07,44.1,45.0,43.91,44.89,4490080,0.010353364843574075,0.01030013584602356
2019-08-08,45.197,46.82,45.19,46.79,4573351,0.042325685007796876,0.04145445208428421
2019-08-09,46.42,46.99,46.1,46.64,4472721,-0.0032058132079504364,-0.0032109628358880007
2019-08-12,46.39,46.8,45.52,45.69,5320263,-0.020368782161235055,-0.02057908646705687
2019-08-13,45.78,47.76,45.58,46.85,5415836,0.025388487634055767,0.025071553109251233
2019-08-14,45.8,46.15,44.0,44.08,6178272,-0.05912486659551763,-0.060944843839772174
2019-08-15,44.34,44.37,42.96,43.38,3494579,-0.01588021778584381,-0.016007659445930616
2019-08-16,43.29,44.81,42.77,44.51,4586010,0.026048870447210604,0.025715377629034544
2019-08-19,45.36,45.863,45.15,45.6,3615483,0.024488878903617284,0.024193833492577557
2019-08-20,45.25,45.25,43.07,43.16,5973272,-0.05350877192982462,-0.05499357613040654
2019-08-21,43.85,44.24,43.24,43.28,4398365,0.002780352177942591,0.002776494148292223
2019-08-22,43.32,43.9,42.02,42.05,6074608,-0.028419593345656247,-0.028831248119269078
2019-08-23,42.0,42.02,40.44,40.71,6718214,-0.03186682520808548,-0.03238562390406946
2019-08-26,41.27,41.35,40.61,40.82,3404507,0.0027020388111029803,0.002698394866811327
2019-08-27,41.19,41.73,40.919,41.17,4153371,0.008574228319451205,0.00853767840011454
2019-08-28,41.15,42.64,40.76,42.52,4631788,0.03279086713626422,0.032264717691933814
2019-08-29,42.33,43.0,42.21,42.37,3296607,-0.0035277516462842717,-0.0035339888352794993
2019-08-30,42.83,43.0,42.27,42.63,4105361,0.006136417276374928,0.006117666138651244
2019-09-03,42.14,42.23,41.15,41.8,3360300,-0.019469856908280625,-0.019661891246408405
2019-09-04,42.59,42.79,41.85,42.54,2654555,0.017703349282296665,0.017548470241380516
2019-09-05,43.15,43.97,43.09,43.36,4044431,0.01927597555242122,0.01909254735929961
2019-09-06,43.54,43.66,42.66,43.24,3217871,-0.0027675276752766598,-0.002771364360383148
2019-09-09,43.53,44.627,43.26,44.45,3639259,0.027983348751156267,0.02759896918890599
2019-09-10,45.1,46.37,44.78,46.32,4702818,0.042069741282339645,0.04120887130482616
2019-09-11,46.52,47.05,45.58,46.88,4444423,0.012089810017271274,0.012017312004017488
2019-09-12,47.07,47.19,45.57,46.97,3649669,0.0019197952218428238,0.001917954770146375
2019-09-13,47.64,48.44,47.25,48.2,4027252,0.026186927826272077,0.02584992101765088
2019-09-16,48.69,49.98,48.28,49.01,5040105,0.016804979253111973,0.01666533786490145
2019-09-17,48.67,49.09,47.61,48.0,4921408,-0.02060803917567844,-0.020823348013565206
2019-09-18,47.9,47.9,47.02,47.51,2592233,-0.010208333333333375,-0.010260795709061014
2019-09-19,48.12,48.41,47.49,47.64,2536357,0.0027362660492529223,0.0027325292882695315
2019-09-20,47.47,48.85,47.07,48.21,10589641,0.011964735516372782,0.011893723930431541
2019-09-23,47.39,48.215,47.12,47.91,3606911,-0.0062227753578096845,-0.006242217522500254
2019-09-24,47.78,48.0,45.95,46.6,4523839,-0.02734293466917126,-0.02772370976343046
2019-09-25,46.55,47.97,46.13,47.68,4415701,0.023175965665235942,0.022911481625494022
2019-09-26,47.51,47.69,46.934,47.23,2998577,-0.009437919463087363,-0.009482738849068691
2019-09-27,47.4,47.88,47.01,47.07,3725668,-0.0033876773237347946,-0.003393428494974709
2019-09-30,47.26,47.79,47.11,47.65,2568066,0.012322073507541997,0.012246774687160242
2019-10-01,47.94,48.57,45.9,45.97,3844516,-0.03525708289611751,-0.035893620282074476
2019-10-02,44.67,45.17,44.36,44.93,4836105,-0.022623450076136642,-0.022883286736068074
2019-10-03,44.85,45.39,44.37,45.31,3464799,0.008457600712219016,0.008422035596978256
2019-10-04,45.18,45.78,45.01,45.34,3589401,0.0006621054954756289,0.0006618864003361225
2019-10-07,45.08,45.77,44.765,45.17,2984406,-0.003749448610498529,-0.0037564954128702158
2019-10-08,44.75,45.05,43.83,43.85,2999723,-0.029222935576710185,-0.029658430848320726
2019-10-09,44.39,44.54,44.0,44.01,2847753,0.0036488027366019526,0.003642162004807894
2019-10-10,44.33,45.29,44.02,44.92,4367724,0.02067711883662815,0.0204662490472425
2019-10-11,45.75,47.72,45.503,47.13,3699287,0.049198575244879805,0.04802661106539707
2019-10-14,46.72,47.27,46.24,46.82,3250767,-0.006577551453426755,-0.006599278872874837
2019-10-15,46.82,48.1,46.53,47.2,3352271,0.008116189662537465,0.008083430528745075
2019-10-16,47.49,47.92,47.01,47.12,3630939,-0.0016949152542373724,-0.0016963532481785132
2019-10-17,47.44,48.54,47.14,47.81,2726017,0.01464346349745349,0.014537283294680911
2019-10-18,47.91,48.191,47.36,47.96,3013731,0.0031374189500104066,0.0031325075213014435
2019-10-21,48.59,48.97,47.09,47.12,3999361,-0.0175145954962469,-0.017669790815982255
2019-10-22,47.08,47.384,46.02,46.82,4940254,-0.006366723259762286,-0.006387077280566536
2019-10-23,46.78,47.51,46.55,47.23,4291623,0.00875694147800088,0.008718821845261062
2019-10-24,48.65,49.99,47.84,49.47,6117105,0.0474274825322889,0.04633714133159158
2019-10-25,49.78,50.76,48.9,50.48,5407984,0.02041641398827565,0.020210792993340422
2019-10-28,50.75,51.44,50.43,51.21,4542726,0.014461172741679906,0.014357607241501251
2019-10-29,50.96,51.63,50.37,51.49,3471260,0.005467682093341253,0.005452788583591164
2019-10-30,51.2,51.47,50.33,51.03,3605620,-0.008933773548261859,-0.008973918982169968
2019-10-31,50.88,51.03,49.71,50.49,3793969,-0.010582010582010581,-0.010638398205055754
2019-11-01,50.98,52.49,50.9,52.31,3240073,0.03604674192909485,0.035412260511695354
2019-11-04,52.65,54.41,52.46,54.17,5436126,0.0355572548269929,0.03493969228728777
